@backstage/plugin-auth-backend-module-auth0-provider,0.4.3,0.4.2,0.4.2,0.4.1,0.4.1,0.4.1,0.4.0,0.4.0,0.4.0,0.4.0,0.4.0,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.9,0.2.9,0.2.9,0.2.9,0.2.9,0.2.9,0.2.8,0.2.8,0.2.8,0.2.8,0.2.7,0.2.7,0.2.7,0.2.7,0.2.7,0.2.6,0.2.6,0.2.6,0.2.6,0.2.6,0.2.6,0.2.5,0.2.5,0.2.5,0.2.4,0.2.4,0.2.4,0.2.3,0.2.3,0.2.2,0.2.2,0.2.1,0.2.1,0.2.0,0.2.0,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.2,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-aws-alb-provider,0.4.18,0.4.17,0.4.17,0.4.16,0.4.16,0.4.16,0.4.15,0.4.15,0.4.15,0.4.15,0.4.15,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.12,0.4.12,0.4.12,0.4.11,0.4.11,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.8,0.4.8,0.4.8,0.4.8,0.4.7,0.4.7,0.4.7,0.4.7,0.4.7,0.4.6,0.4.6,0.4.6,0.4.6,0.4.6,0.4.6,0.4.5,0.4.5,0.4.5,0.4.4,0.4.4,0.4.4,0.4.3,0.4.3,0.4.2,0.4.2,0.4.1,0.4.1,0.4.0,0.4.0,0.3.2,0.3.2,0.3.1,0.3.1,0.3.1,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.17,0.1.16,0.1.15,0.1.15,0.1.15,0.1.14,0.1.14,0.1.14,0.1.13,0.1.13,0.1.12,0.1.12,0.1.11,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.8,0.1.8,0.1.8,0.1.7,0.1.6,0.1.5,0.1.4,0.1.3,0.1.2,0.1.1,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-azure-easyauth-provider,0.2.22,0.2.21,0.2.21,0.2.20,0.2.20,0.2.20,0.2.19,0.2.19,0.2.19,0.2.19,0.2.19,0.2.18,0.2.18,0.2.18,0.2.18,0.2.18,0.2.18,0.2.17,0.2.17,0.2.17,0.2.17,0.2.17,0.2.17,0.2.17,0.2.16,0.2.16,0.2.16,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.13,0.2.13,0.2.13,0.2.13,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.11,0.2.11,0.2.11,0.2.11,0.2.11,0.2.11,0.2.10,0.2.10,0.2.10,0.2.9,0.2.9,0.2.9,0.2.8,0.2.8,0.2.7,0.2.7,0.2.6,0.2.6,0.2.5,0.2.5,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.7,0.1.6,0.1.6,0.1.6,0.1.6,0.1.5,0.1.5,0.1.5,0.1.4,0.1.4,0.1.3,0.1.3,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-bitbucket-provider,0.3.17,0.3.16,0.3.16,0.3.15,0.3.15,0.3.15,0.3.14,0.3.14,0.3.14,0.3.14,0.3.14,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.11,0.3.11,0.3.11,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.8,0.3.8,0.3.8,0.3.8,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.6,0.3.6,0.3.6,0.3.6,0.3.6,0.3.6,0.3.5,0.3.5,0.3.5,0.3.4,0.3.4,0.3.4,0.3.3,0.3.3,0.3.2,0.3.2,0.3.1,0.3.1,0.3.0,0.3.0,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.7,0.1.6,0.1.6,0.1.6,0.1.6,0.1.5,0.1.5,0.1.5,0.1.4,0.1.4,0.1.3,0.1.3,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-bitbucket-server-provider,0.2.17,0.2.16,0.2.16,0.2.15,0.2.15,0.2.15,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.11,0.2.11,0.2.11,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.9,0.2.9,0.2.9,0.2.9,0.2.9,0.2.9,0.2.8,0.2.8,0.2.8,0.2.8,0.2.7,0.2.7,0.2.7,0.2.7,0.2.7,0.2.6,0.2.6,0.2.6,0.2.6,0.2.6,0.2.6,0.2.5,0.2.5,0.2.5,0.2.4,0.2.4,0.2.4,0.2.3,0.2.3,0.2.2,0.2.2,0.2.1,0.2.1,0.2.0,0.2.0,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.2,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-cloudflare-access-provider,0.4.17,0.4.16,0.4.16,0.4.15,0.4.15,0.4.15,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.11,0.4.11,0.4.11,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.8,0.4.8,0.4.8,0.4.8,0.4.7,0.4.7,0.4.7,0.4.7,0.4.7,0.4.6,0.4.6,0.4.6,0.4.6,0.4.6,0.4.6,0.4.5,0.4.5,0.4.5,0.4.4,0.4.4,0.4.4,0.4.3,0.4.3,0.4.2,0.4.2,0.4.1,0.4.1,0.4.0,0.4.0,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.1.5,0.1.5,0.1.5,0.1.4,0.1.4,0.1.3,0.1.3,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-gcp-iap-provider,0.4.17,0.4.16,0.4.16,0.4.15,0.4.15,0.4.15,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.11,0.4.11,0.4.11,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.8,0.4.8,0.4.8,0.4.8,0.4.7,0.4.7,0.4.7,0.4.7,0.4.7,0.4.6,0.4.6,0.4.6,0.4.6,0.4.6,0.4.6,0.4.5,0.4.5,0.4.5,0.4.4,0.4.4,0.4.4,0.4.3,0.4.3,0.4.2,0.4.2,0.4.1,0.4.1,0.4.0,0.4.0,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.2.19,0.2.18,0.2.18,0.2.18,0.2.18,0.2.17,0.2.17,0.2.17,0.2.16,0.2.16,0.2.15,0.2.15,0.2.14,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.11,0.2.11,0.2.11,0.2.10,0.2.9,0.2.9,0.2.8,0.2.7,0.2.6,0.2.5,0.2.4,0.2.3,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-github-provider,0.5.5,0.5.4,0.5.4,0.5.3,0.5.3,0.5.3,0.5.2,0.5.2,0.5.2,0.5.2,0.5.2,0.5.1,0.5.1,0.5.1,0.5.1,0.5.1,0.5.1,0.5.0,0.5.0,0.5.0,0.5.0,0.5.0,0.5.0,0.5.0,0.4.1,0.4.1,0.4.1,0.4.0,0.4.0,0.4.0,0.4.0,0.4.0,0.4.0,0.4.0,0.4.0,0.4.0,0.4.0,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.8,0.3.8,0.3.8,0.3.8,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.6,0.3.6,0.3.6,0.3.6,0.3.6,0.3.6,0.3.5,0.3.5,0.3.5,0.3.4,0.3.4,0.3.4,0.3.3,0.3.3,0.3.2,0.3.2,0.3.1,0.3.1,0.3.0,0.3.0,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.21,0.1.20,0.1.20,0.1.20,0.1.20,0.1.19,0.1.19,0.1.19,0.1.18,0.1.18,0.1.17,0.1.17,0.1.16,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.13,0.1.13,0.1.13,0.1.12,0.1.11,0.1.11,0.1.10,0.1.9,0.1.8,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.6,0.1.5,0.1.5,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-gitlab-provider,0.4.5,0.4.4,0.4.4,0.4.3,0.4.3,0.4.3,0.4.2,0.4.2,0.4.2,0.4.2,0.4.2,0.4.1,0.4.1,0.4.1,0.4.1,0.4.1,0.4.1,0.4.0,0.4.0,0.4.0,0.4.0,0.4.0,0.4.0,0.4.0,0.3.11,0.3.11,0.3.11,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.8,0.3.8,0.3.8,0.3.8,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.6,0.3.6,0.3.6,0.3.6,0.3.6,0.3.6,0.3.5,0.3.5,0.3.5,0.3.4,0.3.4,0.3.4,0.3.3,0.3.3,0.3.2,0.3.2,0.3.1,0.3.1,0.3.0,0.3.0,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.21,0.1.20,0.1.20,0.1.20,0.1.20,0.1.19,0.1.19,0.1.19,0.1.18,0.1.18,0.1.17,0.1.17,0.1.16,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.13,0.1.13,0.1.13,0.1.12,0.1.11,0.1.11,0.1.10,0.1.9,0.1.8,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.6,0.1.5,0.1.5,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-google-provider,0.3.17,0.3.16,0.3.16,0.3.15,0.3.15,0.3.15,0.3.14,0.3.14,0.3.14,0.3.14,0.3.14,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.11,0.3.11,0.3.11,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.8,0.3.8,0.3.8,0.3.8,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.6,0.3.6,0.3.6,0.3.6,0.3.6,0.3.6,0.3.5,0.3.5,0.3.5,0.3.4,0.3.4,0.3.4,0.3.3,0.3.3,0.3.2,0.3.2,0.3.1,0.3.1,0.3.0,0.3.0,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.21,0.1.20,0.1.20,0.1.20,0.1.20,0.1.19,0.1.19,0.1.19,0.1.18,0.1.18,0.1.17,0.1.17,0.1.16,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.13,0.1.13,0.1.13,0.1.12,0.1.11,0.1.11,0.1.10,0.1.9,0.1.8,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.6,0.1.5,0.1.5,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-guest-provider,0.2.21,0.2.20,0.2.20,0.2.19,0.2.19,0.2.19,0.2.18,0.2.18,0.2.18,0.2.18,0.2.18,0.2.17,0.2.17,0.2.17,0.2.17,0.2.17,0.2.17,0.2.16,0.2.16,0.2.16,0.2.16,0.2.16,0.2.16,0.2.16,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.13,0.2.13,0.2.13,0.2.13,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.11,0.2.11,0.2.11,0.2.11,0.2.11,0.2.11,0.2.10,0.2.10,0.2.10,0.2.9,0.2.9,0.2.9,0.2.8,0.2.8,0.2.7,0.2.7,0.2.6,0.2.6,0.2.5,0.2.5,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.10,0.1.9,0.1.9,0.1.9,0.1.9,0.1.8,0.1.8,0.1.8,0.1.7,0.1.7,0.1.6,0.1.6,0.1.5,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-microsoft-provider,0.3.17,0.3.16,0.3.16,0.3.15,0.3.15,0.3.15,0.3.14,0.3.14,0.3.14,0.3.14,0.3.14,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.11,0.3.11,0.3.11,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.9,0.3.8,0.3.8,0.3.8,0.3.8,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.6,0.3.6,0.3.6,0.3.6,0.3.6,0.3.6,0.3.5,0.3.5,0.3.5,0.3.4,0.3.4,0.3.4,0.3.3,0.3.3,0.3.2,0.3.2,0.3.1,0.3.1,0.3.0,0.3.0,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.19,0.1.18,0.1.18,0.1.18,0.1.18,0.1.17,0.1.17,0.1.17,0.1.16,0.1.16,0.1.15,0.1.15,0.1.14,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.12,0.1.11,0.1.11,0.1.11,0.1.10,0.1.9,0.1.9,0.1.8,0.1.7,0.1.6,0.1.5,0.1.5,0.1.4,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-oauth2-provider,0.4.17,0.4.16,0.4.16,0.4.15,0.4.15,0.4.15,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.11,0.4.11,0.4.11,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.8,0.4.8,0.4.8,0.4.8,0.4.7,0.4.7,0.4.7,0.4.7,0.4.7,0.4.6,0.4.6,0.4.6,0.4.6,0.4.6,0.4.6,0.4.5,0.4.5,0.4.5,0.4.4,0.4.4,0.4.4,0.4.3,0.4.3,0.4.2,0.4.2,0.4.1,0.4.1,0.4.0,0.4.0,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.2.5,0.2.4,0.2.4,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.1,0.2.1,0.2.0,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.15,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.13,0.1.13,0.1.13,0.1.12,0.1.11,0.1.11,0.1.10,0.1.9,0.1.8,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.6,0.1.5,0.1.5,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-oauth2-proxy-provider,0.3.1,0.3.0,0.3.0,0.2.20,0.2.20,0.2.20,0.2.19,0.2.19,0.2.19,0.2.19,0.2.19,0.2.18,0.2.18,0.2.18,0.2.18,0.2.18,0.2.18,0.2.17,0.2.17,0.2.17,0.2.17,0.2.17,0.2.17,0.2.17,0.2.16,0.2.16,0.2.16,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.13,0.2.13,0.2.13,0.2.13,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.11,0.2.11,0.2.11,0.2.11,0.2.11,0.2.11,0.2.10,0.2.10,0.2.10,0.2.9,0.2.9,0.2.9,0.2.8,0.2.8,0.2.7,0.2.7,0.2.6,0.2.6,0.2.5,0.2.5,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.17,0.1.16,0.1.16,0.1.16,0.1.16,0.1.15,0.1.15,0.1.15,0.1.14,0.1.14,0.1.13,0.1.13,0.1.12,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.9,0.1.9,0.1.9,0.1.8,0.1.7,0.1.7,0.1.6,0.1.5,0.1.4,0.1.3,0.1.2,0.1.1,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-auth-backend-module-oidc-provider,0.4.18,0.4.17,0.4.17,0.4.16,0.4.16,0.4.16,0.4.15,0.4.15,0.4.15,0.4.15,0.4.15,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.12,0.4.12,0.4.12,0.4.11,0.4.11,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.9,0.4.8,0.4.8,0.4.8,0.4.8,0.4.7,0.4.7,0.4.7,0.4.7,0.4.7,0.4.6,0.4.6,0.4.6,0.4.6,0.4.6,0.4.6,0.4.5,0.4.5,0.4.5,0.4.4,0.4.4,0.4.4,0.4.3,0.4.3,0.4.2,0.4.2,0.4.1,0.4.1,0.4.0,0.4.0,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.2.6,0.2.5,0.2.4,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.1,0.2.1,0.2.0,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.8,0.1.8,0.1.8,0.1.8,0.1.8,0.1.8,0.1.7,0.1.7,0.1.7,0.1.6,0.1.5,0.1.4,0.1.3,0.1.2,0.1.1,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
